"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_56118.6","6ASO|1|I","6ASO|1|I,5VSU|1|I,5MPS|1|6,5YLZ|1|D,5Y88|1|D,5GMK|1|E+5GMK|1|L,5WSG|1|E,5LQW|1|6+5LQW|1|2"
"NR_all_16983.1","1J9H|1|A+1J9H|1|B","1J9H|1|A+1J9H|1|B,1J9H|1|C+1J9H|1|D"
"NR_all_27949.5","4DR7|1|b","4DR7|1|b,1I5L|1|Y,1I5L|1|U,4DR6|1|b,5MQ0|1|3,4V68|1|A0,1MVR|1|1"
"NR_all_25813.1","3FTF|1|C+3FTF|1|D","3FTF|1|C+3FTF|1|D"
"NR_all_51631.1","3NNH|1|E","3NNH|1|E"
"NR_all_49747.1","3NNH|1|F","3NNH|1|F"
"NR_all_82252.1","1QC8|1|A","1QC8|1|A"
"NR_all_98055.1","3Q0S|1|B","3Q0S|1|B,3Q0N|1|C"
"NR_all_47604.1","6B19|1|C+6B19|1|D","6B19|1|C+6B19|1|D"
"NR_all_01339.1","2MJH|1|B","2MJH|1|B"
"NR_all_64202.1","2MVY|1|1+2MVY|1|2","2MVY|1|1+2MVY|1|2"
"NR_all_19513.1","438D|1|A+438D|1|B","438D|1|A+438D|1|B"
"NR_all_58041.1","5F6C|1|E","5F6C|1|E"
"NR_all_08212.1","1XJR|1|A","1XJR|1|A"
"NR_all_99181.1","1MSW|1|R","1MSW|1|R"
"NR_all_22969.1","2ES5|1|A","2ES5|1|A"
"NR_all_80112.1","4RCJ|1|B","4RCJ|1|B"
"NR_all_56744.1","1XNR|1|X+1XNR|1|W","1XNR|1|X+1XNR|1|W"
"NR_all_90481.1","1HS8|1|A","1HS8|1|A"
"NR_all_78731.1","3UZS|1|C","3UZS|1|C"
"NR_all_95796.1","2M1V|1|A","2M1V|1|A"
"NR_all_59512.1","1ZIF|6|A","1ZIF|6|A"
"NR_all_04723.1","2HEM|1|A","2HEM|1|A"
"NR_all_57261.1","6GD3|1|P","6GD3|1|P"
"NR_all_19188.1","4QEI|1|C","4QEI|1|C"
"NR_all_35700.1","1OSW|3|A","1OSW|3|A"
"NR_all_54107.1","5ED1|1|C+5ED1|1|B","5ED1|1|C+5ED1|1|B,5HP3|1|C+5HP3|1|B,5HP2|1|C+5HP2|1|B"
"NR_all_67726.2","5F9F|1|F","5F9F|1|F,5F9F|1|L,5F9F|1|H,5F9F|1|B,5F9F|1|J,5F9F|1|D,5F9H|1|F,5F98|1|D,5F98|1|B,5F9H|1|L,5F98|1|L,5F98|1|J,5F98|1|H,5F98|1|F,5F9H|1|J,5F9H|1|D,5F9H|1|B,5F9H|1|H"
"NR_all_59755.1","2JLW|1|D","2JLW|1|D,2JLW|1|C"
"NR_all_58889.1","3J9B|1|E","3J9B|1|E"
"NR_all_74849.1","1MMS|1|C","1MMS|1|C,1MMS|1|D,1R2X|1|C,1R2W|1|C,1EG0|1|L,1OLN|1|C,2JQ7|3|B"
"NR_all_29777.1","2TPK|1|A","2TPK|1|A"
"NR_all_86272.1","3MEI|1|A+3MEI|1|B","3MEI|1|A+3MEI|1|B"
"NR_all_47541.1","3HTX|1|B+3HTX|1|C","3HTX|1|B+3HTX|1|C,3HTX|1|E+3HTX|1|F"
"NR_all_57492.2","2D1B|1|A","2D1B|1|A,2D1B|1|B"
"NR_all_70040.1","5K36|1|L","5K36|1|L"
"NR_all_38498.1","5K36|1|M","5K36|1|M"
"NR_all_46633.1","2D18|1|A+2D18|1|B","2D18|1|A+2D18|1|B"
"NR_all_62870.1","2XB2|1|E","2XB2|1|E"
"NR_all_13759.1","4EYA|1|g+4EYA|1|h","4EYA|1|g+4EYA|1|h,4EYA|1|s+4EYA|1|t"
"NR_all_56050.1","1F5H|1|A+1F5H|1|B","1F5H|1|A+1F5H|1|B"
"NR_all_99371.1","4FTS|1|R","4FTS|1|R,4FTE|1|R"
"NR_all_51503.1","4X4N|1|D","4X4N|1|D,4X4T|1|G,4X4N|1|B,4X4P|1|B,4X4O|1|D,4X4P|1|H,4X4T|1|B,4X4P|1|D,4X4P|1|F,4X4O|1|B,4X4N|1|G,4X4Q|1|B,4X4R|1|B,4X4T|1|D,4X4R|1|D,4X4Q|1|D,4X4S|1|B,4X4S|1|D"
"NR_all_90162.1","4WQS|1|Y","4WQS|1|Y,4WQS|1|H"
"NR_all_40750.1","5ELH|1|R","5ELH|1|R"
"NR_all_58198.1","2R1S|1|A+2R1S|1|B","2R1S|1|A+2R1S|1|B,2R22|1|A+2R22|1|B,2R21|1|A+2R21|1|B,2R20|1|A+2R20|1|B"
"NR_all_81929.1","6CAO|1|W+6CAO|1|Y","6CAO|1|W+6CAO|1|Y"
"NR_all_29106.1","4QYZ|1|L","4QYZ|1|L"
"NR_all_40545.1","3KNC|1|B","3KNC|1|B"
"NR_all_10769.1","1YVP|1|H","1YVP|1|H"
"NR_all_65073.1","3Q3Z|1|V","3Q3Z|1|V,3Q3Z|1|A"
"NR_all_72319.1","5LR3|1|A+5LR3|1|B","5LR3|1|A+5LR3|1|B"
"NR_all_14903.1","4Z7L|1|I","4Z7L|1|I,4Z7L|1|F,4Z7L|1|C"
"NR_all_45331.1","2KXN|1|A","2KXN|1|A"
"NR_all_08150.1","1YVP|1|G","1YVP|1|G"
"NR_all_28395.1","1Z2J|1|A","1Z2J|1|A"
"NR_all_80667.1","1TRJ|1|B","1TRJ|1|B"
"NR_all_10777.1","1TRJ|1|C","1TRJ|1|C"
"NR_all_68928.1","4D25|1|D","4D25|1|D,4D26|1|D"
"NR_all_35448.1","3JCS|1|5","3JCS|1|5"
"NR_all_03414.1","3JCS|1|6","3JCS|1|6"
"NR_all_14229.3","1PBM|1|A+1PBM|1|B","1PBM|1|A+1PBM|1|B,1G3A|1|A+1G3A|1|B"
"NR_all_40535.1","3JCS|1|3","3JCS|1|3"
"NR_all_76733.1","3DD2|1|B","3DD2|1|B"
"NR_all_49339.2","5DHC|1|C+5DHC|1|D","5DHC|1|C+5DHC|1|D,5DHC|1|A+5DHC|1|B,5HBX|1|C+5HBX|1|D,5HBX|1|A+5HBX|1|B,5V0J|1|A+5V0J|1|B"
"NR_all_94355.1","2EUY|2|A","2EUY|2|A"
"NR_all_23180.1","1HYS|1|E","1HYS|1|E"
"NR_all_47330.1","3SKL|1|B","3SKL|1|B,3SKT|1|A,3SKT|1|B,3SKL|1|A,3SKW|1|A,3SKR|1|A,3SKR|1|B,3SKW|1|B"
"NR_all_13685.1","4PMW|1|D","4PMW|1|D,4PMW|1|C"
"NR_all_83514.1","2MS5|1|A+2MS5|1|S","2MS5|1|A+2MS5|1|S,5XI1|1|A+5XI1|1|S"
"NR_all_37298.1","2ASB|1|B","2ASB|1|B"
"NR_all_42860.1","5V93|1|a","5V93|1|a"
"NR_all_18069.1","1FQZ|1|A","1FQZ|1|A"
"NR_all_39445.1","2L8C|1|A+2L8C|1|B","2L8C|1|A+2L8C|1|B"
"NR_all_17498.1","3ICQ|1|E","3ICQ|1|E,3ICQ|1|D"
"NR_all_59905.1","6C2P|1|D","6C2P|1|D,6DTA|1|D"
"NR_all_17852.1","3CGR|1|B+3CGR|1|A","3CGR|1|B+3CGR|1|A"
"NR_all_38078.1","3MJ0|1|B","3MJ0|1|B"
"NR_all_14172.1","4A4S|1|A","4A4S|1|A"
"NR_all_65000.1","5KQE|11|A","5KQE|11|A"
"NR_all_50577.3","2KP4|1|B","2KP4|1|B,2KP3|1|B"
"NR_all_99060.1","353D|1|A+353D|1|B","353D|1|A+353D|1|B"
"NR_all_25068.1","1ME1|1|A","1ME1|1|A"
"NR_all_04974.3","4U3L|1|A+4U3L|1|B","4U3L|1|A+4U3L|1|B,4U3O|1|A+4U3O|1|B,4U3R|1|A+4U3R|1|B,4U78|1|A+4U78|1|B,4U47|1|A+4U47|1|B,4U3P|1|A+4U3P|1|B"
"NR_all_84438.1","1FHK|4|A","1FHK|4|A"
"NR_all_31526.1","1M82|1|A","1M82|1|A"
"NR_all_37848.1","6HTU|1|D+6HTU|1|F","6HTU|1|D+6HTU|1|F,6HU6|1|A+6HU6|1|E"
"NR_all_78065.1","3S15|1|R","3S15|1|R"
"NR_all_33125.1","4NH6|1|B","4NH6|1|B"
"NR_all_82818.1","4KRF|1|R","4KRF|1|R"
"NR_all_76442.1","3JB9|1|N+3JB9|1|P","3JB9|1|N+3JB9|1|P"
"NR_all_35335.1","5Z4A|1|B","5Z4A|1|B"
"NR_all_05749.1","4X6A|1|R","4X6A|1|R"
"NR_all_10014.1","3QGC|1|B","3QGC|1|B,3QG9|1|B"
"NR_all_85064.1","2KTZ|1|A","2KTZ|1|A"
"NR_all_15848.1","2IXY|1|A","2IXY|1|A"
"NR_all_82140.1","1MDG|1|A","1MDG|1|A,1N7A|1|A,1N7A|1|B,1N7A|1|C,1N7A|1|D,1N7A|1|E,1N7A|1|F,1N7A|1|G,1N7A|1|H,1N7B|1|A,1N7B|1|B,1N7B|1|C,1N7B|1|D,1N7B|1|E,1N7B|1|F,1N7B|1|G,1N7B|1|H"
"NR_all_18808.1","6A5L|1|P","6A5L|1|P,6A5T|1|P,6A5U|1|P"
"NR_all_10277.1","5YDT|1|5A","5YDT|1|5A"
"NR_all_32399.1","2GTT|1|W","2GTT|1|W"
"NR_all_42502.1","5HR7|1|D","5HR7|1|D,5HR7|1|C"
"NR_all_19099.1","3K0J|1|E","3K0J|1|E,3K0J|1|F"
"NR_all_79851.1","6HCJ|1|33","6HCJ|1|33,5K0Y|1|N,6HCQ|1|33"
"NR_all_17058.1","2KG1|1|B","2KG1|1|B"
"NR_all_28348.1","4JXZ|1|B","4JXZ|1|B,4JYZ|1|B"
"NR_all_80828.1","4TS2|1|Y+4TS2|1|X","4TS2|1|Y+4TS2|1|X,4TS0|1|Y+4TS0|1|X"
"NR_all_26321.2","4QOZ|1|A","4QOZ|1|A,4L8R|1|A,4QOZ|1|D,4L8R|1|D,4HXH|1|A,4HXH|1|D"
"NR_all_91317.1","1NBR|10|A","1NBR|10|A"
"NR_all_61174.1","1H2C|1|R","1H2C|1|R,1H2D|1|S,1H2D|1|R"
"NR_all_86561.1","5MGP|1|x","5MGP|1|x,6ENU|1|x,6ENF|1|x,6ENJ|1|x,6ENJ|1|9"
"NR_all_00121.1","5ZQ0|1|B","5ZQ0|1|B"
"NR_all_55926.1","4E59|1|A+4E59|1|B","4E59|1|A+4E59|1|B"
"NR_all_64047.1","1PVO|1|L","1PVO|1|L,1PVO|1|G,1PVO|1|H,1PVO|1|J,1PVO|1|K,2HT1|1|K,2HT1|1|J"
"NR_all_23131.1","4A3L|1|P","4A3L|1|P,4A3K|1|P"
"NR_all_74924.6","3PEY|1|B","3PEY|1|B,3PEW|1|B,5ELX|1|B,4ALP|1|E,2HYI|1|F,6G2K|1|R,2HYI|1|L,3EX7|1|J,5SZE|1|C,3EX7|1|F,3O8C|1|C,5BTE|1|D,3PF5|1|R,5BTE|1|C,3O8R|1|C,4NL3|1|Z,4Y91|1|O,4Y91|1|N,4NL3|1|R,1N34|1|Z,3PF5|1|S,5Z9W|1|R"
"NR_all_94450.1","1NA2|1|A","1NA2|1|A"
"NR_all_58357.1","1FJG|1|X","1FJG|1|X"
"NR_all_18787.1","2MXJ|1|A","2MXJ|1|A"
"NR_all_00536.1","4GHL|1|E","4GHL|1|E,4GHL|1|F"
"NR_all_23939.1","4C4W|1|H","4C4W|1|H,4C4W|1|D"
"NR_all_42973.1","1R9F|1|C","1R9F|1|C"
"NR_all_01598.1","1R9F|1|B","1R9F|1|B"
"NR_all_74183.1","3GTL|1|R","3GTL|1|R"
"NR_all_31133.1","1HJI|1|A","1HJI|1|A,1QFQ|1|A"
"NR_all_01761.1","2N7X|15|A","2N7X|15|A"
"NR_all_83504.1","3I4N|1|P","3I4N|1|P"
"NR_all_15952.1","1SI2|1|B","1SI2|1|B"
"NR_all_90832.1","3BOY|1|D","3BOY|1|D,2GZT|1|D"
"NR_all_26762.1","2N6Q|9|A","2N6Q|9|A,5KMZ|4|A"
"NR_all_85144.1","1IKD|24|A","1IKD|24|A"
"NR_all_43326.1","1T28|1|A","1T28|1|A"
"NR_all_33763.1","3D0M|1|X","3D0M|1|X"
"NR_all_29524.1","2J0S|1|E","2J0S|1|E,2J0Q|1|E,2J0Q|1|H"
"NR_all_73746.1","2OE5|1|B+2OE5|1|A","2OE5|1|B+2OE5|1|A"
"NR_all_69638.1","3WQY|1|C","3WQY|1|C,3WQZ|1|C"
"NR_all_67614.1","2N6X|3|A","2N6X|3|A"
"NR_all_47665.1","2JA7|1|3","2JA7|1|3,2JA7|1|6,2JA5|1|P"
"NR_all_78025.1","5A2T|1|Z","5A2T|1|Z"
"NR_all_30965.1","6GKH|1|X+6GKH|1|Y","6GKH|1|X+6GKH|1|Y"
"NR_all_91356.1","1HS4|1|A","1HS4|1|A"
"NR_all_92749.1","2RU7|3|A","2RU7|3|A,2RU7|3|B,2RQJ|6|A,2RQJ|6|B,2RSK|8|A,2RSK|8|B"
"NR_all_97147.1","2LEB|1|B","2LEB|1|B"
"NR_all_98913.1","1S77|1|R","1S77|1|R"
"NR_all_50314.5","6ERI|1|Ax","6ERI|1|Ax,5MMI|1|B,5MMM|1|B,5X8T|1|B,5X8P|1|B,5MLC|1|B,5H1S|1|B,4V61|1|BB"
"NR_all_74260.1","5BTM|1|A","5BTM|1|A,5BTM|1|B"
"NR_all_37236.1","6B46|1|M","6B46|1|M,6B47|1|M,5UZ9|2|M,6B45|1|M"
"NR_all_89051.1","2NOQ|1|D+2NOQ|1|C","2NOQ|1|D+2NOQ|1|C"
"NR_all_51034.1","4HKQ|1|E","4HKQ|1|E"
"NR_all_06254.1","3P4C|1|A","3P4C|1|A"
"NR_all_32754.1","2KVN|19|A","2KVN|19|A"
"NR_all_20305.5","6ERI|1|AA","6ERI|1|AA,5MMI|1|A,5X8T|1|A,5MMM|1|A,5X8P|1|A,5MLC|1|A,5H1S|1|A,4V61|1|BA"
"NR_all_91999.1","5HSW|1|B","5HSW|1|B"
"NR_all_05530.5","6ERI|1|AB","6ERI|1|AB,5MMI|1|W,5MMM|1|W,5X8T|1|W,5X8P|1|W,5MLC|1|C,5H1S|1|C,4V61|1|BC"
"NR_all_16825.1","1F27|1|A","1F27|1|A"
"NR_all_37454.1","5XWG|1|A","5XWG|1|A"
"NR_all_06870.1","5JU8|1|AY","5JU8|1|AY,5JTE|1|AY"
"NR_all_53587.1","5JTE|1|AX","5JTE|1|AX,5JU8|1|AX"
"NR_all_34462.1","2LUP|11|A","2LUP|11|A,1T4L|1|A,2LBS|1|A"
"NR_all_08107.1","4BOC|1|R","4BOC|1|R,5OLA|1|H,5OLA|1|R"
"NR_all_69913.1","1MNX|5|A","1MNX|5|A"
"NR_all_02825.1","6AH3|1|T","6AH3|1|T"
"NR_all_14163.1","2MN0|2|A","2MN0|2|A"
"NR_all_29429.1","5T2A|1|B","5T2A|1|B"
"NR_all_94226.1","2ZKO|1|C+2ZKO|1|D","2ZKO|1|C+2ZKO|1|D"
"NR_all_59748.1","1ZC8|1|A","1ZC8|1|A"
"NR_all_34216.1","1ZC8|1|C","1ZC8|1|C"
"NR_all_84353.1","1ZC8|1|B","1ZC8|1|B"
"NR_all_09737.1","1ZC8|1|G","1ZC8|1|G"
"NR_all_48921.1","1ZC8|1|F","1ZC8|1|F"
"NR_all_54091.1","1ZC8|1|I","1ZC8|1|I"
"NR_all_78535.1","1ZC8|1|H","1ZC8|1|H"
"NR_all_75133.1","6DN2|1|Y+6DN2|1|X","6DN2|1|Y+6DN2|1|X,6DN3|1|Y+6DN3|1|X,3F4H|1|Y+3F4H|1|X,6DN1|1|Z+6DN1|1|X,6BFB|1|Y+6BFB|1|X,3F4E|1|Y+3F4E|1|X,2YIF|1|Z+2YIF|1|X"
"NR_all_16133.1","1ZC8|1|J","1ZC8|1|J"
"NR_all_49071.1","5YKI|1|C","5YKI|1|C"
"NR_all_27835.1","4V8Z|1|CX","4V8Z|1|CX"
"NR_all_52004.1","1QWA|1|A","1QWA|1|A"
"NR_all_90795.4","5UH8|1|I","5UH8|1|I,5VI5|1|Q,4XLN|1|T,4XLR|1|T,4XLN|1|Q,5I2D|1|K,5I2D|1|V,4XLR|1|Q"
"NR_all_64649.1","2PY9|1|F","2PY9|1|F,2PY9|1|E"
"NR_all_41594.1","4ILM|1|C","4ILM|1|C,4ILM|1|K,4ILM|1|R,4ILM|1|E,4ILM|1|M,4ILM|1|G,4ILM|1|I,4ILM|1|O"
"NR_all_69024.1","2JXS|1|A+2JXS|1|B","2JXS|1|A+2JXS|1|B"
"NR_all_83665.1","5Y58|1|X","5Y58|1|X,5Y58|1|Y,5Y58|1|Z"
"NR_all_19413.1","2I91|1|F+2I91|1|E","2I91|1|F+2I91|1|E,2I91|1|D+2I91|1|C"
"NR_all_03710.1","1C0A|1|B","1C0A|1|B,1EFW|1|D,1EFW|1|C"
"NR_all_71379.1","3RC8|1|E","3RC8|1|E"
"NR_all_44600.1","2XS5|1|D","2XS5|1|D,2XS5|1|C"
"NR_all_70098.1","5DE8|1|A","5DE8|1|A,5DEA|1|A,5DE5|1|A"
"NR_all_70523.1","2R7V|1|X","2R7V|1|X"
"NR_all_94845.1","4BA2|1|R","4BA2|1|R"
"NR_all_78890.1","5VH7|1|A+5VH7|1|B","5VH7|1|A+5VH7|1|B"
"NR_all_17006.1","1EBR|1|A","1EBR|1|A"
"NR_all_49464.1","5AY2|1|A+5AY2|1|B","5AY2|1|A+5AY2|1|B,5AY3|1|A+5AY3|1|B,5AY2|1|C+5AY2|1|D,5AY4|1|A+5AY4|1|B"
"NR_all_90197.1","2JRQ|6|A","2JRQ|6|A"
"NR_all_70019.1","1K5I|2|A","1K5I|2|A"
"NR_all_01597.1","1Q2R|1|E","1Q2R|1|E,1Q2R|1|F,1Q2S|1|F,1Q2S|1|E"
"NR_all_23183.1","2K3Z|1|A+2K3Z|1|B","2K3Z|1|A+2K3Z|1|B"
"NR_all_34881.1","1F84|10|A","1F84|10|A"
"NR_all_86129.1","4V85|1|AV","4V85|1|AV,4V89|1|AV"
"NR_all_19166.1","5ZEY|1|A","5ZEY|1|A"
"NR_all_09810.1","4JRD|1|B","4JRD|1|B,4JRD|1|A,5VXQ|1|B,5VXQ|1|A"
"NR_all_83722.1","1AFX|2|A","1AFX|2|A"
"NR_all_14951.1","6H9I|1|C","6H9I|1|C"
"NR_all_66387.1","3OK4|1|N","3OK4|1|N,3OK4|1|D,3OK4|1|L,3OK4|1|Z,3OK4|1|4,3OK4|1|V,3OK4|1|X,3OK4|1|P,3OK4|1|F,3OK4|1|H,3OK4|1|J,3OK4|1|R,3OK4|1|T,3OK4|1|2,3OK4|1|B,3OK2|1|B,3OK2|1|D,3OK2|1|F,2BJ6|1|E,2BJ6|1|F,2BJ6|1|G,2BJ6|1|H"
"NR_all_25547.1","3PU0|1|R","3PU0|1|R"
"NR_all_66740.1","3T5N|1|C","3T5N|1|C,3T5Q|1|H,3T5Q|1|L"
"NR_all_79660.1","3T5Q|1|J","3T5Q|1|J"
"NR_all_30944.2","1U6B|1|B","1U6B|1|B,3BO2|1|B,3BO3|1|B,1ZZN|1|B"
"NR_all_78848.1","3T5Q|1|F","3T5Q|1|F"
"NR_all_77106.1","5U9B|4|B","5U9B|4|B"
"NR_all_18291.1","3T5Q|1|D","3T5Q|1|D"
"NR_all_78706.1","1ZCI|1|A+1ZCI|1|B","1ZCI|1|A+1ZCI|1|B,1ZCI|1|C+1ZCI|1|D,2FD0|1|A+2FD0|1|B,2B8S|1|A+2B8S|1|B,2FCZ|1|A+2FCZ|1|B,2FCZ|1|C+2FCZ|1|D,2FCY|1|A+2FCY|1|B,2B8R|1|A+2B8R|1|B,1K9W|1|B,1Y3S|1|A+1Y3S|1|B,2FCX|1|A+2FCX|1|B,1Y3O|1|A+1Y3O|1|B,1K9W|1|D,1YXP|1|A+1YXP|1|B,1XPE|1|A+1XPE|1|B,1XPF|1|A+1XPF|1|B,1XP7|1|A+1XP7|1|B"
"NR_all_92104.1","3T5Q|1|C","3T5Q|1|C"
"NR_all_49890.1","1NUV|1|E+1NUV|1|F","1NUV|1|E+1NUV|1|F,1NUV|1|C+1NUV|1|D,1NUJ|1|C+1NUJ|1|D,1NUJ|1|E+1NUJ|1|F,429D|1|C+429D|1|D"
"NR_all_14975.1","2KRP|1|A","2KRP|1|A"
"NR_all_72627.1","1U9S|1|A","1U9S|1|A"
"NR_all_93152.1","5WNT|1|b+5WNT|1|a","5WNT|1|b+5WNT|1|a"
"NR_all_19645.1","4QI2|1|G","4QI2|1|G,4QI2|1|F,4QI2|1|E,4QI2|1|H"
"NR_all_34610.1","364D|1|C+364D|1|B+364D|1|A","364D|1|C+364D|1|B+364D|1|A,357D|1|C+357D|1|B+357D|1|A"
"NR_all_57733.1","4H8K|1|C","4H8K|1|C,2QKK|1|G,2QKK|1|O,2QKK|1|T,2QKK|1|C,2QKK|1|K,2QKK|1|X"
"NR_all_11942.1","6MSF|1|S","6MSF|1|S"
"NR_all_31286.1","6MSF|1|R","6MSF|1|R"
"NR_all_30413.1","1FNX|1|R","1FNX|1|R"
"NR_all_82626.1","6CAR|1|W+6CAR|1|Y","6CAR|1|W+6CAR|1|Y"
"NR_all_26998.1","1KXK|1|A","1KXK|1|A"
"NR_all_13919.1","3AM1|1|B","3AM1|1|B"
"NR_all_37244.1","4R3I|0|B","4R3I|0|B"
"NR_all_75945.1","2OE8|1|B+2OE8|1|A","2OE8|1|B+2OE8|1|A,2OE6|1|B+2OE6|1|A"
"NR_all_35987.1","3B0U|1|B","3B0U|1|B,3B0U|1|A"
"NR_all_37714.1","4RZD|1|A","4RZD|1|A"
"NR_all_66381.1","6H4N|1|I","6H4N|1|I"
"NR_all_94175.1","1P5N|8|A","1P5N|8|A"
"NR_all_07902.2","5GAN|1|V+5GAN|1|W","5GAN|1|V+5GAN|1|W,3JCM|1|E,5GAO|1|V"
"NR_all_53884.1","3O7V|1|A","3O7V|1|A,3O3I|1|A,3O6E|1|A"
"NR_all_32874.1","3KTW|1|C","3KTW|1|C,3KTW|1|D"
"NR_all_13730.1","4X9E|1|G","4X9E|1|G,4X9E|1|H"
"NR_all_01612.1","1RAU|1|A","1RAU|1|A,1RAU|1|B,1RAU|1|C,1RAU|1|D"
"NR_all_22904.1","3R1C|1|K+3R1C|1|L","3R1C|1|K+3R1C|1|L,3R1C|1|I+3R1C|1|J,3R1C|1|W+3R1C|1|X,3R1C|1|c+3R1C|1|d,3R1C|1|e+3R1C|1|f,3R1C|1|C+3R1C|1|D"
"NR_all_14347.1","5MS0|1|H","5MS0|1|H"
"NR_all_54594.1","4FYD|1|E","4FYD|1|E,4FYD|1|F"
"NR_all_15756.1","4U8T|1|T","4U8T|1|T,4U8T|1|P,4U8T|1|Q,4U8T|1|S,4U8T|1|O,4U8T|1|R"
"NR_all_82774.1","2L8F|1|A+2L8F|1|B","2L8F|1|A+2L8F|1|B"
"NR_all_53827.1","1ZDJ|1|R","1ZDJ|1|R,1ZDJ|1|S"
"NR_all_68126.1","2H1M|1|A+2H1M|1|B","2H1M|1|A+2H1M|1|B,420D|1|A+420D|1|B"
"NR_all_14663.1","2NR0|1|E","2NR0|1|E,2NR0|1|F,2NR0|1|H,2NR0|1|G,2NRE|1|F"
"NR_all_27991.1","6AGB|1|A","6AGB|1|A,6AH3|1|A"
"NR_all_17726.1","2Q1R|1|A","2Q1R|1|A,157D|1|A+157D|1|B"
"NR_all_36664.1","6H9H|1|E","6H9H|1|E"
"NR_all_61682.1","2JPP|1|C","2JPP|1|C,2JPP|1|D"
"NR_all_43251.1","4AY2|1|C","4AY2|1|C"
"NR_all_36683.2","6AZ3|1|1+6AZ3|1|7","6AZ3|1|1+6AZ3|1|7,5T2A|1|A+5T2A|1|C,3JCS|1|1+3JCS|1|7"
"NR_all_52295.1","2ET8|1|A+2ET8|1|B","2ET8|1|A+2ET8|1|B,1O9M|1|A+1O9M|1|B,2F4U|1|A+2F4U|1|B"
"NR_all_43992.1","5AWH|1|C","5AWH|1|C,5AWH|1|E"
"NR_all_99058.1","2JUK|8|A","2JUK|8|A"
"NR_all_41959.1","3P22|1|A","3P22|1|A,3P22|1|E,3P22|1|C,3P22|1|G"
"NR_all_31750.1","1F5U|1|A","1F5U|1|A,1F5U|1|B"
"NR_all_99953.1","1FEU|1|C+1FEU|1|B","1FEU|1|C+1FEU|1|B,1FEU|1|F+1FEU|1|E"
"NR_all_06891.1","4BKK|1|A","4BKK|1|A"
"NR_all_12173.1","2UXD|1|Y+2UXD|1|X","2UXD|1|Y+2UXD|1|X"
"NR_all_47203.1","3F2X|1|X","3F2X|1|X,3F30|1|X,3F2Y|1|X,3F2W|1|X,3F2Q|1|X,3F2T|1|X"
"NR_all_74928.1","5V7C|1|C","5V7C|1|C"
"NR_all_67463.1","2AP0|9|A","2AP0|9|A"
"NR_all_69076.1","3G0H|1|E","3G0H|1|E"
"NR_all_51824.1","5WTI|1|B","5WTI|1|B"
"NR_all_43988.1","5EMF|1|A","5EMF|1|A"
"NR_all_40327.1","2JSE|1|A","2JSE|1|A"
"NR_all_16594.1","5G4T|1|A+5G4T|1|B","5G4T|1|A+5G4T|1|B"
"NR_all_67852.1","1URN|1|P","1URN|1|P"
"NR_all_37098.1","4V7E|1|Ab","4V7E|1|Ab,3IZ9|1|C"
"NR_all_52453.2","3OL9|1|B+3OL9|1|F+3OL9|1|C+3OL9|1|G+3OL9|1|D+3OL9|1|H","3OL9|1|B+3OL9|1|F+3OL9|1|C+3OL9|1|G+3OL9|1|D+3OL9|1|H,3OL9|1|J+3OL9|1|N+3OL9|1|K+3OL9|1|O+3OL9|1|L+3OL9|1|P,3OLB|1|J+3OLB|1|N+3OLB|1|K+3OLB|1|O+3OLB|1|L+3OLB|1|P,3OLB|1|B+3OLB|1|F+3OLB|1|C+3OLB|1|G+3OLB|1|D+3OLB|1|H,3OL6|1|B+3OL6|1|F+3OL6|1|C+3OL6|1|G+3OL6|1|D+3OL6|1|H,3OL6|1|J+3OL6|1|N+3OL6|1|K+3OL6|1|O+3OL6|1|L+3OL6|1|P,3OL8|1|B+3OL8|1|F+3OL8|1|C+3OL8|1|G+3OL8|1|D+3OL8|1|H,3OL7|1|J+3OL7|1|N+3OL7|1|K+3OL7|1|O+3OL7|1|L+3OL7|1|P,3OL7|1|B+3OL7|1|F+3OL7|1|C+3OL7|1|G+3OL7|1|D+3OL7|1|H,3OL8|1|J+3OL8|1|N+3OL8|1|K+3OL8|1|O+3OL8|1|L+3OL8|1|P"
"NR_all_78802.1","2GJE|1|S","2GJE|1|S"
"NR_all_81464.1","2GJE|1|R","2GJE|1|R"
"NR_all_91237.1","1QZC|1|C","1QZC|1|C"
"NR_all_32799.1","1QZC|1|A","1QZC|1|A"
"NR_all_29999.1","5FJ8|1|T","5FJ8|1|T"
"NR_all_65561.1","6GSK|1|1K","6GSK|1|1K,6GSK|1|1L,6GSJ|1|1K,6GSJ|1|1L"
"NR_all_93513.1","3ADI|1|D+3ADI|1|E","3ADI|1|D+3ADI|1|E"
"NR_all_33831.1","2L1F|1|B","2L1F|1|B,2L1F|1|A"
"NR_all_84600.1","1TLR|1|A","1TLR|1|A"
"NR_all_54761.1","4V5G|1|AY","4V5G|1|AY,4V5G|1|CY"
"NR_all_31185.1","2KFY|1|B","2KFY|1|B"
"NR_all_42216.1","6MCE|1|A","6MCE|1|A"
"NR_all_59177.1","3J73|1|S6","3J73|1|S6,1VX2|1|6,3J7R|1|S6"
"NR_all_84709.1","6GMH|1|P","6GMH|1|P"
"NR_all_98672.1","1MVR|1|D","1MVR|1|D"
"NR_all_71582.1","4V6U|1|A2","4V6U|1|A2"
